No_Vuelo,origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude
2003,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2004,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2005,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2006,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2007,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2008,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2009,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2010,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2011,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2012,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2013,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2014,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2015,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2016,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2017,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2018,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2019,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2020,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2021,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2022,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2023,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2024,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2025,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2026,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2027,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2028,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2029,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2030,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2031,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2032,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2033,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2034,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2035,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2036,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2037,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2038,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2039,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2040,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2041,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2042,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2043,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2044,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2045,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2046,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2047,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2048,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2049,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2050,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2051,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2052,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2053,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2054,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2055,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2056,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2057,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2058,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2059,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2060,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2061,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2062,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2063,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2064,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2065,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2066,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2067,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2068,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2069,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2070,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2071,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2072,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2073,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2074,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2075,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2076,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2077,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2078,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2079,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2080,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2081,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2082,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2083,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2084,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2085,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2086,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2087,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2088,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2089,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2090,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2091,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2092,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2093,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2094,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2095,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2096,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2097,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2098,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2099,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2100,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2101,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2102,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2103,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2104,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2105,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2106,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2107,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2108,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2109,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2110,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2111,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2112,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2113,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2114,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2115,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2116,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2117,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2118,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2119,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2120,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2121,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2122,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2123,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2124,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2125,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2126,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2127,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2128,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2129,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2130,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2131,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2132,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2133,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2134,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2135,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2136,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2137,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2138,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2139,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2140,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2141,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2142,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2143,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2144,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2145,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2146,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2147,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2148,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2149,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2150,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2151,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2152,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2153,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2154,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2155,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2156,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2157,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2158,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2159,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2160,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2161,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2162,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2163,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2164,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2165,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2166,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2167,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2168,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2169,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2170,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2171,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2172,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2173,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2174,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2175,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2176,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2177,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2178,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2179,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2180,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2181,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2182,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2183,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2184,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2185,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2186,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2187,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2188,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2189,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2190,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2191,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2192,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2193,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2194,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2195,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2196,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2197,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2198,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2199,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2200,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2201,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2202,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2203,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2204,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2205,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2206,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2207,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2208,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2209,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2210,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2211,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2212,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2213,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2214,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2215,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2216,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2217,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2218,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2219,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2220,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2221,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2222,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2223,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2224,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2225,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2226,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2227,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2228,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2229,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2230,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2231,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2232,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2233,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2234,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2235,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2236,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2237,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2238,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2239,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2240,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2241,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2242,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2243,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2244,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2245,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2246,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2247,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2248,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2249,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2250,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2251,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2252,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2253,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2254,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2255,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2256,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2257,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2258,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2259,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2260,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2261,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2262,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2263,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2264,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2265,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2266,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2267,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2268,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2269,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2270,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2271,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2272,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2273,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2274,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2275,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2276,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2277,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2278,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2279,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2280,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2281,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2282,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2283,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2284,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2285,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2286,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2287,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2288,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2289,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2290,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2291,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2292,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2293,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2294,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2295,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2296,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2297,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2298,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2299,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2300,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2301,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2302,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2303,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2304,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2305,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2306,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2307,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2308,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2309,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2310,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2311,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2312,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2313,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2314,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2315,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2316,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2317,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2318,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2319,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2320,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2321,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2322,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2323,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2324,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2325,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2326,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2327,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2328,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2329,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2330,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2331,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2332,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2333,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2334,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2335,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2336,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2337,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2338,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2339,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2340,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2341,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2342,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2343,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2344,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2345,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2346,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2347,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2348,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2349,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2350,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2351,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2352,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2353,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2354,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2355,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2356,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2357,MEX,SCL,19.4363,-99.0721,-33.393,-70.7858
2358,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2359,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2360,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2361,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2362,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2363,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2364,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2365,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2366,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2367,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2368,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2369,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2370,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2371,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2372,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2373,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2374,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2375,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2376,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2377,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2378,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2379,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2380,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2381,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2382,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2383,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2384,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2385,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2386,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2387,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2388,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2389,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2390,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2391,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2392,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2393,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2394,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2395,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2396,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2397,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2398,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2399,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2400,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2401,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2402,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2403,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2404,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2405,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2406,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2407,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2408,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2409,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2410,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2411,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2412,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2413,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2414,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2415,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2416,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2417,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2418,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2419,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2420,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2421,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2422,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2423,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2424,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2425,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2426,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
2427,MEX,GDL,19.4363,-99.0721,20.5218,-103.311
